host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,property_type,room_type,amenities,price,has_availability,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
within an hour,100.0,0.98,t,"['email', 'phone', 'work_email']",t,t,Entire home,Entire home/apt,"[""Refrigerator"", ""Coffee maker: Keurig coffee machine"", ""Private entrance"", ""Hangers"", ""Private backyard"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Microwave"", ""Books and reading material"", ""Rice maker"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Clothing storage"", ""Stove"", ""Body soap"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Pets allowed"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""High chair"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Trash compactor"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Free residential garage on premises"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Washer"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Air conditioning"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",178.0,t,f,17.0,19.0,4.5,3.0,4,2.3,30.0,365,30.0,365.0,0,0,0,155,3.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,0.33
within an hour,100.0,0.99,t,"['email', 'phone']",t,t,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Outdoor furniture"", ""Mountain view"", ""Exterior security cameras on property"", ""First aid kit"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Coffee maker"", ""Fire extinguisher"", ""Hair dryer"", ""Self check-in"", ""Private backyard \u2013 Not fully fenced"", ""Dishes and silverware"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Smoke alarm"", ""Cooking basics"", ""Keypad""]",170.0,t,t,17.0,17.0,4.0,1.0,1,2.0,1.0,365,2.0,365.0,28,41,68,329,6.0,0,5.0,4.83,5.0,5.0,5.0,5.0,4.83,8,0.61
within an hour,100.0,0.99,t,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Refrigerator"", ""Portable fans"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Outdoor furniture"", ""Wifi"", ""Mountain view"", ""Exterior security cameras on property"", ""First aid kit"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Coffee maker"", ""Fire extinguisher"", ""Hair dryer"", ""Indoor fireplace: wood-burning"", ""Self check-in"", ""Dishes and silverware"", ""Dedicated workspace"", ""Heating"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Smoke alarm"", ""Cooking basics"", ""Keypad"", ""Kitchen""]",438.0,t,t,17.0,17.0,10.0,3.0,4,2.3,1.0,365,2.0,365.0,28,41,68,322,12.0,0,5.0,5.0,4.92,5.0,5.0,5.0,4.92,8,1.09
within a day,98.0,1.0,f,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Radiant heating"", ""Refrigerator"", ""Coffee maker: Keurig coffee machine"", ""Private entrance"", ""Hangers"", ""Private backyard"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""First aid kit"", ""Body soap"", ""TV"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Toaster"", ""Single level home"", ""Clothing storage: closet"", ""Washer"", ""Single oven"", ""Gas stove"", ""Dining table"", ""Host greets you"", ""Iron"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",198.4130841,t,f,1.0,2.0,4.0,2.1,3,2.6,29.0,36,28.0,36.0,0,0,0,0,2.0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,1,0.45
within a few hours,100.0,1.0,t,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Children\u2019s dinnerware"", ""Luggage dropoff allowed"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Microwave"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Wifi"", ""Mountain view"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Whirlpool refrigerator"", ""First aid kit"", ""Body soap"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Pets allowed"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""High chair"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Whirlpool stainless steel gas stove"", ""Free residential garage on premises \u2013 2 spaces"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Baby safety gates"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Children's playroom"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Whirlpool stainless steel single oven"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Clothing storage: walk-in closet and dresser"", ""Kitchen""]",162.0,t,f,2.0,2.0,8.0,2.5,3,2.3,30.0,365,30.0,365.0,22,52,82,260,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,0.55
within an hour,100.0,0.96,f,"['email', 'phone']",t,t,Entire guest suite,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Exterior security cameras on property"", ""First aid kit"", ""TV"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Bed linens"", ""Essentials"", ""Freezer"", ""Shower gel"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Baking sheet"", ""Central heating"", ""Housekeeping - available at extra cost"", ""Dining table"", ""Oven"", ""Iron"", ""Clothing storage: wardrobe and dresser"", ""Electric stove"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",143.0,t,f,1.0,1.0,4.0,1.0,1,1.0,1.0,365,1.0,365.0,30,60,90,270,31.0,1,4.9,4.84,4.97,4.81,4.94,5.0,4.84,1,5.03
within an hour,100.0,0.99,t,"['email', 'phone']",t,t,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Cleaning available during stay"", ""First aid kit"", ""Body soap"", ""55 inch HDTV with Roku"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Crib - always at the listing"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Single level home"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Samsung stainless steel electric stove"", ""Hot water"", ""Coffee"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Clothing storage: walk-in closet"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",155.0,t,f,17.0,17.0,5.0,1.0,1,4.0,1.0,365,2.0,1125.0,21,48,71,326,52.0,5,4.98,4.96,5.0,4.96,4.94,4.94,4.96,3,4.68
within an hour,97.0,1.0,t,"['email', 'phone']",t,t,Entire condo,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Patio or balcony"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""TV with standard cable"", ""Stove"", ""Lockbox"", ""Coffee maker"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Washer"", ""Oven"", ""Mini fridge"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",198.4130841,t,t,6.1,8.6,4.0,2.1,2,2.6,1.0,1125,25.6,209.7,5,6,36,311,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1
within an hour,97.0,1.0,t,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Patio or balcony"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""TV with standard cable"", ""Coffee maker"", ""Keypad"", ""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Toaster"", ""Heating"", ""Washer"", ""Backyard"", ""Oven"", ""Mini fridge"", ""Cooking basics"", ""Hot tub"", ""Shampoo"", ""Kitchen""]",125.0,t,t,6.1,8.6,4.0,2.0,2,2.0,1.0,1125,11.8,722.7,24,54,84,167,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1
within an hour,97.0,1.0,t,"['email', 'phone']",t,t,Entire condo,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Stove"", ""Lockbox"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Washer"", ""Oven"", ""Mini fridge"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",84.0,t,t,6.1,8.6,2.0,1.0,1,2.0,1.0,1125,27.6,135.3,5,29,59,334,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1
within an hour,97.0,1.0,t,"['email', 'phone']",t,t,Entire townhouse,Entire home/apt,"[""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Outdoor furniture"", ""Wifi"", ""TV with standard cable"", ""Indoor fireplace"", ""Lockbox"", ""Pets allowed"", ""Coffee maker"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Hot water kettle"", ""Essentials"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Heating"", ""Washer"", ""Dining table"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",134.0,t,t,6.1,8.6,4.0,2.0,2,2.0,1.0,1125,28.5,100.6,8,38,68,343,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1
within an hour,97.0,1.0,t,"['email', 'phone']",t,t,Entire townhouse,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Indoor fireplace"", ""Stove"", ""TV"", ""Coffee maker"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Washer"", ""Dining table"", ""Oven"", ""Iron"", ""Mini fridge"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",167.0,t,t,6.1,8.6,6.0,3.5,3,3.0,1.0,1125,23.0,306.0,21,29,52,297,1.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,1.0
within an hour,97.0,1.0,t,"['email', 'phone']",t,t,Entire condo,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Patio or balcony"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""TV with standard cable"", ""Stove"", ""Lockbox"", ""Coffee maker"", ""Hair dryer"", ""Hot water kettle"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Washer"", ""Dining table"", ""Oven"", ""Iron"", ""Mini fridge"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",117.0,t,t,6.1,8.6,4.0,2.0,2,2.0,1.0,1125,11.6,729.5,9,39,65,240,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1
within an hour,97.0,1.0,t,"['email', 'phone']",t,t,Entire townhouse,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Indoor fireplace"", ""Stove"", ""TV"", ""Coffee maker"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Heating"", ""Washer"", ""Dining table"", ""Oven"", ""Mini fridge"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",150.0,t,t,6.1,8.6,6.0,2.5,3,4.0,1.0,1125,21.3,368.0,13,43,67,288,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1
within an hour,97.0,1.0,t,"['email', 'phone']",t,t,Entire condo,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Patio or balcony"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Stove"", ""Lockbox"", ""TV"", ""Coffee maker"", ""Fire extinguisher"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Fire pit"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Washer"", ""Dining table"", ""Oven"", ""Mini fridge"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",160.0,t,t,6.1,8.6,4.0,2.5,2,3.0,1.0,1125,16.2,558.8,29,59,60,251,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1
within an hour,97.0,1.0,t,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""TV with standard cable"", ""Lockbox"", ""Coffee maker"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hot water kettle"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Cooking basics"", ""Kitchen""]",184.0,t,t,6.1,8.6,8.0,3.5,4,2.3,1.0,1125,29.9,48.5,29,59,89,364,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1
within an hour,97.0,1.0,t,"['email', 'phone']",t,t,Entire townhouse,Entire home/apt,"[""Patio or balcony"", ""Free parking on premises"", ""Outdoor furniture"", ""Wifi"", ""TV with standard cable"", ""Indoor fireplace"", ""Lockbox"", ""Fire extinguisher"", ""Barbecue utensils"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Dishwasher"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Kitchen""]",85.0,t,t,6.1,8.6,6.0,2.0,3,4.0,1.0,1125,1.0,1125.0,0,0,0,0,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1
within an hour,100.0,1.0,f,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""First aid kit"", ""Wifi"", ""TV"", ""Carbon monoxide alarm"", ""Fire pit"", ""Free parking on premises"", ""Dedicated workspace"", ""Smoke alarm"", ""Exercise equipment"", ""BBQ grill"", ""Fire extinguisher"", ""Washer"", ""Air conditioning"", ""Kitchen""]",295.0,t,f,3.0,3.0,5.0,2.0,2,3.0,4.0,60,4.0,1125.0,0,0,0,29,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,0.1
within an hour,90.0,0.98,t,"['email', 'phone', 'work_email']",t,t,Entire guesthouse,Entire home/apt,"[""Lockbox"", ""Refrigerator"", ""Self check-in"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Hot water"", ""Coffee maker"", ""Conditioner"", ""Free parking on premises"", ""Long term stays allowed"", ""Smoke alarm"", ""Heating"", ""Wifi"", ""Hot water kettle""]",89.0,t,t,3.0,6.0,1.0,1.0,1,1.0,30.0,365,30.0,365.0,0,3,33,301,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1
within an hour,100.0,1.0,t,"['email', 'phone']",t,t,Entire serviced apartment,Entire home/apt,"[""Refrigerator"", ""Carbon monoxide alarm"", ""Wifi"", ""First aid kit"", ""Body soap"", ""TV"", ""Cleaning products"", ""Fire extinguisher"", ""Hair dryer"", ""Bathtub"", ""Essentials"", ""Shower gel"", ""Dishes and silverware"", ""Heating"", ""Washer"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",199.0,t,t,3.0,3.0,2.0,1.5,1,1.0,3.0,365,3.0,1125.0,30,60,90,353,20.0,2,4.9,4.95,5.0,4.9,5.0,4.9,4.85,3,1.76
within an hour,100.0,1.0,f,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Refrigerator"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Smart lock"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Free washer \u2013 In unit"", ""Central heating"", ""Oven"", ""Iron"", ""Coffee maker: drip coffee maker, french press, pour-over coffee"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Kitchen""]",274.0,t,f,2.0,2.0,4.0,2.0,2,2.0,3.0,365,3.0,365.0,1,3,3,98,22.0,1,4.95,5.0,5.0,5.0,5.0,5.0,4.91,1,2.07
within a few hours,100.0,1.0,t,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Children\u2019s dinnerware"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Laundromat nearby"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Microwave"", ""Wifi"", ""Mountain view"", ""Cleaning available during stay"", ""First aid kit"", ""Body soap"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Pets allowed"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Whirlpool stainless steel gas stove"", ""Free residential garage on premises \u2013 2 spaces"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Children's playroom"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Whirlpool stainless steel single oven"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Clothing storage: walk-in closet and dresser"", ""Kitchen""]",145.0,t,f,2.0,2.0,8.0,2.5,3,2.3,30.0,365,30.0,365.0,0,0,6,249,2.0,0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,2,0.37
within an hour,99.0,0.99,f,"['email', 'phone']",t,f,Entire townhouse,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Clothing storage"", ""Indoor fireplace"", ""Exterior security cameras on property"", ""First aid kit"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Washer"", ""Board games"", ""Dining table"", ""Oven"", ""Iron"", ""Crib"", ""Hot water"", ""Ceiling fan"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",487.0,t,t,6.1,8.6,4.5,1.6,4,2.3,3.0,1125,3.0,1125.0,23,28,51,263,6.0,1,5.0,5.0,5.0,5.0,4.83,5.0,4.83,12,1.17
within an hour,100.0,0.99,t,"['email', 'phone']",t,t,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Cleaning available during stay"", ""First aid kit"", ""Body soap"", ""55 inch HDTV with Roku"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Single level home"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Free parking on premises \u2013 1 space"", ""Central heating"", ""Wine glasses"", ""Sound system"", ""Dining table"", ""Iron"", ""Stainless steel single oven"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Samsung stainless steel electric stove"", ""Hot water"", ""Coffee"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Clothing storage: walk-in closet"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",210.0,t,f,17.0,17.0,7.0,2.0,2,4.0,1.0,365,2.0,1125.0,21,40,68,328,61.0,1,4.97,4.98,4.98,4.95,4.97,4.98,4.89,3,1.8
